วันที่เกิดเหตุ,จังหวัด,จำนวนอุบัติเหตุ
2024-01-11,อยุธยา,0
2024-01-11,สมุทรสาคร,1
2024-01-11,อำนาจเจริญ,0
2024-01-11,เลย,0
2024-01-11,อุตรดิตถ์,2
2024-01-11,พังงา,0
2024-01-11,สมุทรสงคราม,0
2024-01-11,ระนอง,0
2024-01-11,ยะลา,0
2024-01-11,นราธิวาส,0
2024-01-11,ชัยภูมิ,0
2024-01-11,แม่ฮ่องสอน,1
2024-01-11,อุดรธานี,1
2024-01-11,แพร่,0
2024-01-11,เพชรบูรณ์,1
2024-01-11,เพชรบุรี,0
2024-01-11,เชียงใหม่,2
2024-01-11,เชียงราย,1
2024-01-11,อ่างทอง,0
2024-01-11,อุบลราชธานี,0
2024-01-11,อุทัยธานี,1
2024-01-11,ลำปาง,1
2024-01-11,ลพบุรี,1
2024-01-11,ร้อยเอ็ด,0
2024-01-11,ราชบุรี,1
2024-01-11,นครพนม,1
2024-01-11,นครปฐม,0
2024-01-11,นครนายก,1
2024-01-11,ตาก,1
2024-01-11,ตราด,0
2024-01-11,ชุมพร,0
2024-01-11,ชัยนาท,0
2024-01-11,นครราชสีมา,6
2024-01-11,ชลบุรี,4
2024-01-11,จันทบุรี,1
2024-01-11,ขอนแก่น,1
2024-01-11,กำแพงเพชร,0
2024-01-11,กาฬสินธุ์,0
2024-01-11,กาญจนบุรี,0
2024-01-11,กรุงเทพมหานคร,7
2024-01-11,กระบี่,0
2024-01-11,ฉะเชิงเทรา,0
2024-01-11,นครศรีธรรมราช,1
2024-01-11,ตรัง,1
2024-01-11,นนทบุรี,0
2024-01-11,ระยอง,1
2024-01-11,นครสวรรค์,1
2024-01-11,มุกดาหาร,0
2024-01-11,มหาสารคาม,0
2024-01-11,ภูเก็ต,1
2024-01-11,พิษณุโลก,0
2024-01-11,พิจิตร,0
2024-01-11,พัทลุง,4
2024-01-11,ยโสธร,0
2024-01-11,ปัตตานี,0
2024-01-11,ปราจีนบุรี,0
2024-01-11,ประจวบคีรีขันธ์,1
2024-01-11,ปทุมธานี,0
2024-01-11,บุรีรัมย์,0
2024-01-11,บึงกาฬ,0
2024-01-11,น่าน,2
2024-01-11,พะเยา,0
2024-01-12,ลำพูน,0
2024-01-12,หนองบัวลำภู,0
2024-01-12,หนองคาย,0
2024-01-12,สุโขทัย,2
2024-01-12,สุรินทร์,0
2024-01-12,สุราษฎร์ธานี,4
2024-01-12,สุพรรณบุรี,4
2024-01-12,สิงห์บุรี,0
2024-01-12,สตูล,0
2024-01-12,สระบุรี,1
2024-01-12,สมุทรสาคร,1
2024-01-12,สมุทรปราการ,1
2024-01-12,สงขลา,0
2024-01-12,สกลนคร,0
2024-01-12,ศรีสะเกษ,0
2024-01-12,อยุธยา,2
2024-01-12,สระแก้ว,0
2024-01-12,อำนาจเจริญ,0
2024-01-12,พังงา,1
2024-01-12,อุตรดิตถ์,2
2024-01-12,ลำปาง,1
2024-01-12,สมุทรสงคราม,1
2024-01-12,ระนอง,0
2024-01-12,ยะลา,0
2024-01-12,นราธิวาส,0
2024-01-12,ชัยภูมิ,0
2024-01-12,แม่ฮ่องสอน,0
2024-01-12,อุดรธานี,0
2024-01-12,แพร่,1
2024-01-12,เพชรบูรณ์,2
2024-01-12,เพชรบุรี,0
2024-01-12,เชียงใหม่,3
2024-01-12,เชียงราย,0
2024-01-12,อ่างทอง,1
2024-01-12,อุบลราชธานี,0
2024-01-12,อุทัยธานี,1
2024-01-12,เลย,1
2024-01-12,ลพบุรี,2
2024-01-12,ชัยนาท,0
2024-01-12,ราชบุรี,0
2024-01-12,นครพนม,0
2024-01-12,นครปฐม,0
2024-01-12,นครนายก,0
2024-01-12,ตาก,0
2024-01-12,ตราด,0
2024-01-12,ตรัง,2
2024-01-12,ชลบุรี,3
2024-01-12,นครราชสีมา,4
2024-01-12,ฉะเชิงเทรา,1
2024-01-12,ขอนแก่น,1
2024-01-12,กำแพงเพชร,1
2024-01-12,กาฬสินธุ์,1
2024-01-12,กาญจนบุรี,1
2024-01-12,กรุงเทพมหานคร,2
2024-01-12,ร้อยเอ็ด,1
2024-01-12,กระบี่,1
2024-01-12,จันทบุรี,1
2024-01-12,นครศรีธรรมราช,2
2024-01-12,ชุมพร,0
2024-01-12,นนทบุรี,0
2024-01-12,ระยอง,1
2024-01-12,นครสวรรค์,1
2024-01-12,มุกดาหาร,0
2024-01-12,มหาสารคาม,0
2024-01-12,ภูเก็ต,0
2024-01-12,พิษณุโลก,2
2024-01-12,พิจิตร,0
2024-01-12,พัทลุง,0
2024-01-12,พะเยา,1
2024-01-12,ยโสธร,0
2024-01-12,ปราจีนบุรี,2
2024-01-12,ประจวบคีรีขันธ์,1
2024-01-12,ปทุมธานี,1
2024-01-12,บุรีรัมย์,0
2024-01-12,บึงกาฬ,0
2024-01-12,ปัตตานี,0
2024-01-12,น่าน,1
2024-01-13,ลำพูน,0
2024-01-13,หนองบัวลำภู,1
2024-01-13,หนองคาย,0
2024-01-13,สุโขทัย,0
2024-01-13,สุรินทร์,0
2024-01-13,สุราษฎร์ธานี,0
2024-01-13,สุพรรณบุรี,1
2024-01-13,สิงห์บุรี,0
2024-01-13,สมุทรสาคร,6
2024-01-13,สระบุรี,1
2024-01-13,สมุทรปราการ,0
2024-01-13,สตูล,0
2024-01-13,สงขลา,0
2024-01-13,สกลนคร,0
2024-01-13,ศรีสะเกษ,0
2024-01-13,อยุธยา,1
2024-01-13,สระแก้ว,1
2024-01-13,อำนาจเจริญ,1
2024-01-13,พังงา,1
2024-01-13,อุตรดิตถ์,2
2024-01-13,ลำปาง,0
2024-01-13,สมุทรสงคราม,0
2024-01-13,ระนอง,0
2024-01-13,ยะลา,0
2024-01-13,นราธิวาส,0
2024-01-13,ชัยภูมิ,0
2024-01-13,แม่ฮ่องสอน,0
2024-01-13,อุดรธานี,2
2024-01-13,แพร่,0
2024-01-13,เพชรบูรณ์,1
2024-01-13,เพชรบุรี,0
2024-01-13,เชียงใหม่,3
2024-01-13,เชียงราย,1
2024-01-13,อ่างทอง,0
2024-01-13,อุบลราชธานี,1
2024-01-13,อุทัยธานี,0
2024-01-13,เลย,1
2024-01-13,ลพบุรี,1
2024-01-13,ชัยนาท,1
2024-01-13,ราชบุรี,0
2024-01-13,นครพนม,1
2024-01-13,นครปฐม,2
2024-01-13,นครนายก,0
2024-01-13,ตาก,0
2024-01-13,ตราด,0
2024-01-13,ตรัง,1
2024-01-13,ชุมพร,1
2024-01-13,นครราชสีมา,3
2024-01-13,ชลบุรี,4
2024-01-13,จันทบุรี,1
2024-01-13,ขอนแก่น,2
2024-01-13,กำแพงเพชร,1
2024-01-13,กาฬสินธุ์,0
2024-01-13,กาญจนบุรี,1
2024-01-13,กรุงเทพมหานคร,16
2024-01-13,กระบี่,0
2024-01-13,ฉะเชิงเทรา,0
2024-01-13,นครศรีธรรมราช,1
2024-01-13,ร้อยเอ็ด,0
2024-01-13,นนทบุรี,0
2024-01-13,ระยอง,0
2024-01-13,ยโสธร,0
2024-01-13,มุกดาหาร,0
2024-01-13,มหาสารคาม,0
2024-01-13,นครสวรรค์,2
2024-01-13,พิษณุโลก,1
2024-01-13,พิจิตร,1
2024-01-13,พัทลุง,1
2024-01-13,ภูเก็ต,1
2024-01-13,ปัตตานี,0
2024-01-13,ปราจีนบุรี,1
2024-01-13,ประจวบคีรีขันธ์,0
2024-01-13,ปทุมธานี,0
2024-01-13,บุรีรัมย์,1
2024-01-13,บึงกาฬ,0
2024-01-13,น่าน,5
2024-01-13,พะเยา,1
2024-01-14,หนองคาย,0
2024-01-14,สุโขทัย,2
2024-01-14,สุรินทร์,0
2024-01-14,สุราษฎร์ธานี,1
2024-01-14,สุพรรณบุรี,2
2024-01-14,สิงห์บุรี,0
2024-01-14,สระแก้ว,0
2024-01-14,ลำปาง,1
2024-01-14,สมุทรสาคร,2
2024-01-14,สมุทรปราการ,1
2024-01-14,สตูล,0
2024-01-14,สงขลา,1
2024-01-14,สกลนคร,3
2024-01-14,ศรีสะเกษ,0
2024-01-14,ลำพูน,0
2024-01-14,หนองบัวลำภู,0
2024-01-14,สระบุรี,1
2024-01-14,อยุธยา,0
2024-01-14,เพชรบุรี,1
2024-01-14,อุดรธานี,0
2024-01-14,ลพบุรี,1
2024-01-14,สมุทรสงคราม,0
2024-01-14,ระนอง,0
2024-01-14,ยะลา,0
2024-01-14,นราธิวาส,0
2024-01-14,ชัยภูมิ,0
2024-01-14,แม่ฮ่องสอน,0
2024-01-14,อำนาจเจริญ,0
2024-01-14,แพร่,3
2024-01-14,เพชรบูรณ์,1
2024-01-14,เชียงใหม่,1
2024-01-14,เชียงราย,0
2024-01-14,อ่างทอง,2
2024-01-14,อุบลราชธานี,0
2024-01-14,อุทัยธานี,0
2024-01-14,อุตรดิตถ์,2
2024-01-14,เลย,0
2024-01-14,พังงา,1
2024-01-14,ร้อยเอ็ด,3
2024-01-14,ระยอง,0
2024-01-14,นครปฐม,0
2024-01-14,นครนายก,0
2024-01-14,ตาก,2
2024-01-14,ตราด,0
2024-01-14,ตรัง,0
2024-01-14,ชุมพร,1
2024-01-14,ชลบุรี,8
2024-01-14,นครพนม,1
2024-01-14,ฉะเชิงเทรา,1
2024-01-14,ขอนแก่น,1
2024-01-14,กำแพงเพชร,1
2024-01-14,กาฬสินธุ์,1
2024-01-14,กาญจนบุรี,0
2024-01-14,กรุงเทพมหานคร,5
2024-01-14,กระบี่,0
2024-01-14,ราชบุรี,0
2024-01-14,จันทบุรี,1
2024-01-14,นครราชสีมา,2
2024-01-14,ชัยนาท,1
2024-01-14,นครสวรรค์,1
2024-01-14,นครศรีธรรมราช,0
2024-01-14,มุกดาหาร,0
2024-01-14,มหาสารคาม,1
2024-01-14,ภูเก็ต,0
2024-01-14,พิษณุโลก,3
2024-01-14,พิจิตร,1
2024-01-14,พัทลุง,1
2024-01-14,พะเยา,1
2024-01-14,ยโสธร,0
2024-01-14,ปราจีนบุรี,3
2024-01-14,ประจวบคีรีขันธ์,1
2024-01-14,ปทุมธานี,1
2024-01-14,บุรีรัมย์,0
2024-01-14,บึงกาฬ,0
2024-01-14,น่าน,0
2024-01-14,นนทบุรี,0
2024-01-14,ปัตตานี,0
2024-01-15,หนองคาย,0
2024-01-15,สุโขทัย,1
2024-01-15,สุรินทร์,0
2024-01-15,สุราษฎร์ธานี,3
2024-01-15,สุพรรณบุรี,0
2024-01-15,สิงห์บุรี,0
2024-01-15,สระแก้ว,0
2024-01-15,สระบุรี,0
2024-01-15,สงขลา,0
2024-01-15,สมุทรปราการ,0
2024-01-15,สตูล,0
2024-01-15,สกลนคร,1
2024-01-15,ศรีสะเกษ,0
2024-01-15,ลำพูน,0
2024-01-15,ลำปาง,0
2024-01-15,หนองบัวลำภู,1
2024-01-15,สมุทรสาคร,1
2024-01-15,อยุธยา,0
2024-01-15,ลพบุรี,0
2024-01-15,อุดรธานี,0
2024-01-15,สมุทรสงคราม,0
2024-01-15,ระนอง,1
2024-01-15,ยะลา,0
2024-01-15,นราธิวาส,0
2024-01-15,ชัยภูมิ,0
2024-01-15,แม่ฮ่องสอน,0
2024-01-15,แพร่,0
2024-01-15,อำนาจเจริญ,0
2024-01-15,เลย,1
2024-01-15,เพชรบุรี,0
2024-01-15,เชียงใหม่,3
2024-01-15,เชียงราย,3
2024-01-15,อ่างทอง,0
2024-01-15,อุบลราชธานี,0
2024-01-15,อุทัยธานี,0
2024-01-15,อุตรดิตถ์,2
2024-01-15,เพชรบูรณ์,2
2024-01-15,พังงา,1
2024-01-15,ร้อยเอ็ด,0
2024-01-15,ระยอง,0
2024-01-15,นครปฐม,2
2024-01-15,นครนายก,0
2024-01-15,ตาก,4
2024-01-15,ตราด,0
2024-01-15,ตรัง,0
2024-01-15,ชุมพร,1
2024-01-15,ชัยนาท,0
2024-01-15,นครพนม,0
2024-01-15,ชลบุรี,1
2024-01-15,จันทบุรี,2
2024-01-15,ขอนแก่น,2
2024-01-15,กำแพงเพชร,1
2024-01-15,กาฬสินธุ์,1
2024-01-15,กาญจนบุรี,1
2024-01-15,กรุงเทพมหานคร,12
2024-01-15,กระบี่,1
2024-01-15,ฉะเชิงเทรา,2
2024-01-15,นครราชสีมา,3
2024-01-15,ราชบุรี,2
2024-01-15,นครสวรรค์,0
2024-01-15,ยโสธร,1
2024-01-15,มุกดาหาร,0
2024-01-15,มหาสารคาม,0
2024-01-15,ภูเก็ต,0
2024-01-15,นครศรีธรรมราช,0
2024-01-15,พิจิตร,0
2024-01-15,พัทลุง,2
2024-01-15,พะเยา,0
2024-01-15,พิษณุโลก,0
2024-01-15,ปราจีนบุรี,0
2024-01-15,ประจวบคีรีขันธ์,1
2024-01-15,ปทุมธานี,1
2024-01-15,บุรีรัมย์,0
2024-01-15,บึงกาฬ,0
2024-01-15,น่าน,2
2024-01-15,นนทบุรี,1
2024-01-15,ปัตตานี,0
2024-01-16,หนองบัวลำภู,0
2024-01-16,หนองคาย,0
2024-01-16,สุโขทัย,0
2024-01-16,สุรินทร์,1
2024-01-16,สุราษฎร์ธานี,1
2024-01-16,สุพรรณบุรี,4
2024-01-16,สิงห์บุรี,0
2024-01-16,ลำพูน,0
2024-01-16,สระบุรี,0
2024-01-16,สมุทรสาคร,2
2024-01-16,สมุทรปราการ,1
2024-01-16,สตูล,0
2024-01-16,สงขลา,3
2024-01-16,สกลนคร,1
2024-01-16,ศรีสะเกษ,0
2024-01-16,อยุธยา,0
2024-01-16,สระแก้ว,1
2024-01-16,อำนาจเจริญ,0
2024-01-16,เพชรบูรณ์,1
2024-01-16,อุตรดิตถ์,0
2024-01-16,ลำปาง,1
2024-01-16,พังงา,1
2024-01-16,สมุทรสงคราม,0
2024-01-16,ระนอง,0
2024-01-16,ยะลา,1
2024-01-16,นราธิวาส,0
2024-01-16,ชัยภูมิ,0
2024-01-16,อุดรธานี,0
2024-01-16,แม่ฮ่องสอน,0
2024-01-16,เลย,0
2024-01-16,เพชรบุรี,0
2024-01-16,เชียงใหม่,5
2024-01-16,เชียงราย,6
2024-01-16,อ่างทอง,0
2024-01-16,อุบลราชธานี,0
2024-01-16,อุทัยธานี,0
2024-01-16,แพร่,0
2024-01-16,ลพบุรี,2
2024-01-16,ร้อยเอ็ด,0
2024-01-16,ราชบุรี,0
2024-01-16,นครพนม,2
2024-01-16,นครปฐม,0
2024-01-16,นครนายก,0
2024-01-16,ตาก,3
2024-01-16,ตราด,0
2024-01-16,ตรัง,0
2024-01-16,ชุมพร,0
2024-01-16,นครราชสีมา,1
2024-01-16,ชัยนาท,0
2024-01-16,ฉะเชิงเทรา,2
2024-01-16,จันทบุรี,0
2024-01-16,ขอนแก่น,2
2024-01-16,กำแพงเพชร,3
2024-01-16,กาฬสินธุ์,1
2024-01-16,กาญจนบุรี,1
2024-01-16,กรุงเทพมหานคร,5
2024-01-16,ชลบุรี,3
2024-01-16,นครศรีธรรมราช,4
2024-01-16,กระบี่,2
2024-01-16,นนทบุรี,0
2024-01-16,ระยอง,1
2024-01-16,ยโสธร,0
2024-01-16,มุกดาหาร,0
2024-01-16,มหาสารคาม,1
2024-01-16,นครสวรรค์,1
2024-01-16,พิษณุโลก,1
2024-01-16,พิจิตร,0
2024-01-16,พัทลุง,0
2024-01-16,ภูเก็ต,1
2024-01-16,ปัตตานี,0
2024-01-16,ปราจีนบุรี,1
2024-01-16,ประจวบคีรีขันธ์,0
2024-01-16,ปทุมธานี,0
2024-01-16,บุรีรัมย์,1
2024-01-16,บึงกาฬ,0
